school_id,school_name,district,mandal,school_type,area_type,enrollment,boys,girls,teachers,toilets,electricity,internet,playground,library,digital_classrooms,attendance_rate,dropout_rate,infrastructure_score,teacher_student_ratio
TS350,Residential School Narsapur,Medak,Narsapur,Private,Rural,846,438,408,50,Yes,Yes,Yes,Yes,Yes,2,88.3,1.7,93,16.9
TS351,MJPTBCWREIS Nirmal,Adilabad,Nirmal,Government,Rural,505,267,238,55,Yes,Yes,Yes,No,Yes,5,88.3,1.9,90,9.2
TS352,MJPTBCWREIS Narsapur,Medak,Narsapur,Aided,Rural,945,468,477,42,Yes,Yes,Yes,Yes,Yes,6,86.9,1.4,99,22.5
TS353,MJPTBCWREIS Secunderabad,Hyderabad,Secunderabad,Government,Rural,1169,594,575,36,Yes,No,Yes,Yes,Yes,0,93.0,1.9,80,32.5
TS354,Residential School Narsapur,Medak,Narsapur,Private,Urban,454,242,212,12,Yes,Yes,No,No,Yes,2,91.7,2.7,73,37.8
TS355,Residential School Manakondur,Karimnagar,Manakondur,Government,Urban,1199,585,614,23,Yes,Yes,Yes,Yes,Yes,9,88.0,1.2,100,52.1
TS356,MJPTBCWREIS Nirmal,Adilabad,Nirmal,Government,Rural,433,211,222,29,Yes,Yes,No,Yes,Yes,4,88.3,2.4,84,14.9
TS357,KGBV Shadnagar,Mahabubnagar,Shadnagar,Private,Urban,1477,778,699,17,Yes,Yes,Yes,No,Yes,7,85.8,2.2,92,86.9
TS358,Telangana Model School Shadnagar,Mahabubnagar,Shadnagar,Government,Rural,1421,757,664,45,Yes,Yes,Yes,Yes,Yes,6,97.2,1.0,99,31.6
TS359,ZPHS Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,1345,663,682,50,Yes,Yes,Yes,Yes,Yes,2,72.8,4.5,93,26.9
TS360,MJPTBCWREIS Huzurabad,Karimnagar,Huzurabad,Government,Rural,1470,681,789,44,Yes,Yes,Yes,Yes,Yes,8,74.7,3.6,100,33.4
TS361,ZPHS Kazipet,Warangal,Kazipet,Private,Rural,1171,530,641,19,Yes,Yes,Yes,No,Yes,5,96.3,1.0,90,61.6
TS362,MJPTBCWREIS Shamshabad,Rangareddy,Shamshabad,Aided,Urban,381,189,192,51,Yes,Yes,Yes,Yes,Yes,5,86.8,1.5,98,7.5
TS363,ZPHS Boath,Adilabad,Boath,Government,Urban,1311,630,681,16,Yes,Yes,Yes,Yes,Yes,8,91.8,1.0,100,81.9
TS364,ZPHS Bodhan,Nizamabad,Bodhan,Private,Urban,1296,592,704,22,Yes,Yes,Yes,Yes,No,6,87.5,2.1,89,58.9
TS365,Govt High School Bheemgal,Nizamabad,Bheemgal,Aided,Urban,377,205,172,22,Yes,No,Yes,Yes,Yes,9,94.9,1.0,94,17.1
TS366,Govt High School Boath,Adilabad,Boath,Government,Urban,549,282,267,51,Yes,Yes,Yes,Yes,Yes,6,75.4,3.5,99,10.8
TS367,Residential School Utnoor,Adilabad,Utnoor,Private,Urban,1210,631,579,35,Yes,Yes,No,Yes,No,9,75.0,4.9,82,34.6
TS368,ZPHS Narayanpet,Mahabubnagar,Narayanpet,Private,Rural,1399,741,658,50,Yes,Yes,Yes,Yes,Yes,2,75.4,4.0,93,28.0
TS369,Telangana Model School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Urban,811,420,391,27,Yes,Yes,Yes,No,Yes,4,83.9,2.9,88,30.0
TS370,MJPTBCWREIS Huzurabad,Karimnagar,Huzurabad,Government,Urban,906,486,420,15,Yes,Yes,Yes,Yes,Yes,7,79.8,2.6,100,60.4
TS371,KGBV Wyra,Khammam,Wyra,Government,Rural,913,429,484,22,Yes,Yes,Yes,Yes,Yes,7,73.0,3.9,100,41.5
TS372,ZPHS Parkal,Warangal,Parkal,Government,Urban,940,457,483,29,Yes,Yes,No,Yes,Yes,0,76.2,5.0,78,32.4
TS373,MJPTBCWREIS Chevella,Rangareddy,Chevella,Government,Rural,877,444,433,53,Yes,Yes,No,No,Yes,0,71.7,6.5,70,16.5
TS374,Telangana Model School Chevella,Rangareddy,Chevella,Government,Rural,960,435,525,20,Yes,Yes,Yes,Yes,Yes,1,83.7,2.6,92,48.0
TS375,KGBV Charminar,Hyderabad,Charminar,Aided,Rural,700,383,317,34,Yes,Yes,Yes,Yes,No,9,87.7,1.7,94,20.6
TS376,KGBV Bodhan,Nizamabad,Bodhan,Government,Urban,376,175,201,32,Yes,Yes,Yes,Yes,Yes,9,81.6,2.3,100,11.8
TS377,Residential School Nirmal,Adilabad,Nirmal,Government,Rural,859,422,437,51,Yes,Yes,Yes,Yes,Yes,7,87.3,1.3,100,16.8
TS378,Residential School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Urban,398,214,184,37,Yes,Yes,Yes,Yes,Yes,3,76.9,3.6,94,10.8
TS379,Telangana Model School Shadnagar,Mahabubnagar,Shadnagar,Private,Rural,1369,651,718,23,Yes,Yes,No,Yes,Yes,5,85.8,2.7,86,59.5
TS380,Residential School Suryapet,Nalgonda,Suryapet,Government,Urban,671,330,341,16,Yes,Yes,Yes,Yes,Yes,5,76.1,3.5,98,41.9
TS381,Telangana Model School Narayanpet,Mahabubnagar,Narayanpet,Aided,Urban,337,158,179,32,Yes,Yes,No,Yes,Yes,10,83.8,2.5,93,10.5
TS382,Residential School Boath,Adilabad,Boath,Government,Rural,1288,633,655,41,Yes,Yes,Yes,Yes,Yes,9,84.5,1.8,100,31.4
TS383,Telangana Model School Devarakonda,Nalgonda,Devarakonda,Private,Rural,294,146,148,21,Yes,Yes,Yes,Yes,Yes,5,72.9,4.0,98,14.0
TS384,Residential School Shamshabad,Rangareddy,Shamshabad,Government,Urban,1195,591,604,8,Yes,Yes,Yes,Yes,Yes,6,97.6,1.0,99,149.4
TS385,Telangana Model School Shamshabad,Rangareddy,Shamshabad,Government,Urban,641,300,341,18,Yes,Yes,No,Yes,No,10,94.7,1.3,83,35.6
TS386,MJPTBCWREIS Utnoor,Adilabad,Utnoor,Government,Rural,518,251,267,36,Yes,Yes,Yes,No,Yes,7,76.9,3.8,92,14.4
TS387,Telangana Model School Bheemgal,Nizamabad,Bheemgal,Government,Urban,1174,578,596,17,Yes,Yes,Yes,Yes,Yes,6,77.2,3.2,99,69.1
TS388,Govt High School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Urban,522,261,261,53,Yes,No,Yes,Yes,Yes,6,80.3,3.4,89,9.8
TS389,Telangana Model School Kazipet,Warangal,Kazipet,Government,Rural,705,387,318,35,Yes,Yes,No,Yes,Yes,10,86.3,2.0,93,20.1
TS390,KGBV Kazipet,Warangal,Kazipet,Aided,Urban,1295,631,664,48,Yes,Yes,Yes,No,Yes,2,95.8,1.0,85,27.0
TS391,Telangana Model School Secunderabad,Hyderabad,Secunderabad,Private,Urban,1007,551,456,11,Yes,Yes,Yes,Yes,Yes,5,85.1,1.8,98,91.5
TS392,Residential School Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,912,419,493,20,Yes,Yes,Yes,No,Yes,0,89.4,2.3,82,45.6
TS393,MJPTBCWREIS Chevella,Rangareddy,Chevella,Private,Urban,681,341,340,19,Yes,Yes,Yes,Yes,Yes,5,85.7,1.7,98,35.8
TS394,MJPTBCWREIS Narayanpet,Mahabubnagar,Narayanpet,Government,Urban,1150,567,583,9,Yes,Yes,No,Yes,Yes,8,88.0,2.0,90,127.8
TS395,Govt High School Secunderabad,Hyderabad,Secunderabad,Government,Urban,1062,488,574,54,Yes,Yes,Yes,No,Yes,3,88.8,2.1,86,19.7
TS396,Telangana Model School Huzurabad,Karimnagar,Huzurabad,Aided,Urban,289,147,142,36,Yes,Yes,No,No,Yes,0,72.3,6.4,70,8.0
TS397,Telangana Model School Charminar,Hyderabad,Charminar,Private,Rural,486,238,248,22,Yes,Yes,Yes,Yes,No,10,86.0,1.9,95,22.1
TS398,Govt High School Boath,Adilabad,Boath,Government,Rural,1016,511,505,9,Yes,Yes,Yes,No,Yes,4,90.7,1.6,88,112.9
TS399,Govt High School Parkal,Warangal,Parkal,Government,Urban,1201,559,642,44,Yes,Yes,Yes,Yes,Yes,1,73.5,4.4,92,27.3
TS400,KGBV Kazipet,Warangal,Kazipet,Government,Urban,913,466,447,11,Yes,Yes,Yes,No,Yes,1,78.8,4.1,84,83.0
TS401,ZPHS Utnoor,Adilabad,Utnoor,Government,Rural,1174,551,623,37,Yes,Yes,Yes,Yes,Yes,4,79.5,3.0,96,31.7
TS402,KGBV Bheemgal,Nizamabad,Bheemgal,Government,Urban,508,273,235,40,Yes,Yes,Yes,Yes,Yes,0,78.5,3.7,90,12.7
TS403,Telangana Model School Parkal,Warangal,Parkal,Government,Rural,667,341,326,26,Yes,Yes,Yes,Yes,No,7,88.0,2.0,90,25.7
TS404,ZPHS Jammikunta,Karimnagar,Jammikunta,Government,Rural,876,433,443,15,Yes,Yes,Yes,Yes,Yes,3,97.4,1.0,94,58.4
TS405,MJPTBCWREIS Hanamkonda,Warangal,Hanamkonda,Government,Rural,959,500,459,33,Yes,Yes,Yes,Yes,Yes,6,94.1,1.0,99,29.1
TS406,Residential School Devarakonda,Nalgonda,Devarakonda,Government,Urban,1214,655,559,45,Yes,Yes,Yes,Yes,Yes,1,82.1,2.9,92,27.0
TS407,Govt High School Bheemgal,Nizamabad,Bheemgal,Government,Rural,1166,604,562,16,Yes,Yes,Yes,Yes,Yes,4,89.0,1.3,96,72.9
TS408,Residential School Amberpet,Hyderabad,Amberpet,Private,Rural,1260,592,668,16,Yes,Yes,Yes,Yes,Yes,3,82.5,2.6,94,78.8
TS409,MJPTBCWREIS Kothagudem,Khammam,Kothagudem,Government,Rural,1449,755,694,20,Yes,Yes,Yes,No,No,7,73.1,5.3,82,72.5
TS410,ZPHS Shadnagar,Mahabubnagar,Shadnagar,Government,Urban,564,293,271,26,Yes,Yes,Yes,No,Yes,8,96.3,1.0,94,21.7
TS411,ZPHS Devarakonda,Nalgonda,Devarakonda,Private,Urban,265,141,124,38,Yes,Yes,No,Yes,No,9,83.8,3.4,82,7.0
TS412,Govt High School Kothagudem,Khammam,Kothagudem,Aided,Urban,465,248,217,41,Yes,Yes,Yes,Yes,Yes,9,94.0,1.0,100,11.3
TS413,Govt High School Nirmal,Adilabad,Nirmal,Government,Urban,1344,696,648,24,Yes,No,Yes,Yes,Yes,8,77.4,3.7,92,56.0
TS414,KGBV Boath,Adilabad,Boath,Aided,Urban,1414,772,642,25,Yes,Yes,Yes,Yes,Yes,7,80.8,2.5,100,56.6
TS415,KGBV Shamshabad,Rangareddy,Shamshabad,Private,Rural,1415,686,729,52,Yes,Yes,Yes,Yes,Yes,5,73.6,3.9,98,27.2
TS416,Telangana Model School Suryapet,Nalgonda,Suryapet,Government,Urban,459,241,218,46,Yes,Yes,No,Yes,Yes,7,80.7,3.4,88,10.0
TS417,Residential School Devarakonda,Nalgonda,Devarakonda,Government,Rural,1450,708,742,21,Yes,Yes,Yes,Yes,Yes,1,80.3,3.2,92,69.0
TS418,Govt High School Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,578,295,283,45,Yes,Yes,No,Yes,Yes,0,93.9,1.9,78,12.8
TS419,ZPHS Armoor,Nizamabad,Armoor,Government,Urban,581,281,300,29,Yes,Yes,Yes,No,No,4,87.4,3.0,78,20.0
TS420,Govt High School Miryalaguda,Nalgonda,Miryalaguda,Government,Urban,302,135,167,19,Yes,Yes,Yes,No,Yes,0,86.5,2.9,82,15.9
TS421,Residential School Kazipet,Warangal,Kazipet,Private,Rural,802,362,440,19,Yes,Yes,Yes,Yes,Yes,9,83.7,1.9,100,42.2
TS422,Residential School Chevella,Rangareddy,Chevella,Private,Urban,1103,520,583,23,Yes,Yes,Yes,No,Yes,4,82.7,3.1,88,48.0
TS423,ZPHS Shamshabad,Rangareddy,Shamshabad,Government,Urban,1148,535,613,20,Yes,Yes,No,No,Yes,10,83.2,3.2,85,57.4
TS424,ZPHS Hanamkonda,Warangal,Hanamkonda,Government,Rural,316,144,172,51,Yes,Yes,Yes,No,Yes,3,72.5,5.1,86,6.2
TS425,MJPTBCWREIS Narayanpet,Mahabubnagar,Narayanpet,Government,Rural,1365,619,746,19,Yes,Yes,Yes,Yes,Yes,4,96.8,1.0,96,71.8
TS426,Residential School Amberpet,Hyderabad,Amberpet,Government,Rural,1354,626,728,28,Yes,Yes,Yes,Yes,Yes,9,91.1,1.0,100,48.4
TS427,KGBV Jadcherla,Mahabubnagar,Jadcherla,Private,Urban,1488,806,682,45,Yes,No,No,No,Yes,1,72.7,7.0,62,33.1
TS428,KGBV Hanamkonda,Warangal,Hanamkonda,Government,Urban,569,294,275,19,Yes,Yes,Yes,Yes,Yes,0,95.0,1.0,90,29.9
TS429,ZPHS Palair,Khammam,Palair,Government,Urban,257,133,124,30,Yes,Yes,No,Yes,No,10,76.9,4.5,83,8.6
TS430,MJPTBCWREIS Armoor,Nizamabad,Armoor,Government,Urban,335,154,181,48,Yes,Yes,No,Yes,No,7,94.5,1.8,78,7.0
TS431,KGBV Palair,Khammam,Palair,Government,Rural,269,124,145,25,Yes,Yes,Yes,Yes,Yes,1,90.4,1.4,92,10.8
TS432,Telangana Model School Toopran,Medak,Toopran,Private,Urban,930,483,447,22,Yes,Yes,Yes,Yes,Yes,9,90.3,1.0,100,42.3
TS433,Residential School Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,571,260,311,40,Yes,Yes,Yes,Yes,Yes,9,88.6,1.1,100,14.3
TS434,MJPTBCWREIS Suryapet,Nalgonda,Suryapet,Aided,Rural,1390,692,698,52,Yes,Yes,Yes,Yes,No,0,71.8,5.7,80,26.7
TS435,ZPHS Suryapet,Nalgonda,Suryapet,Government,Rural,298,159,139,49,Yes,Yes,Yes,Yes,Yes,5,93.4,1.0,98,6.1
TS436,Telangana Model School Bheemgal,Nizamabad,Bheemgal,Government,Urban,993,518,475,15,Yes,Yes,Yes,Yes,Yes,9,93.9,1.0,100,66.2
TS437,MJPTBCWREIS Bodhan,Nizamabad,Bodhan,Government,Urban,1473,799,674,52,Yes,Yes,Yes,Yes,No,1,87.4,2.7,82,28.3
TS438,ZPHS Narayanpet,Mahabubnagar,Narayanpet,Government,Rural,989,452,537,10,Yes,Yes,Yes,Yes,Yes,2,91.2,1.1,93,98.9
TS439,MJPTBCWREIS Chevella,Rangareddy,Chevella,Government,Urban,1055,498,557,34,Yes,Yes,Yes,Yes,Yes,8,94.8,1.0,100,31.0
TS440,MJPTBCWREIS Amberpet,Hyderabad,Amberpet,Private,Urban,579,274,305,19,Yes,No,No,Yes,No,7,75.5,6.0,68,30.5
TS441,ZPHS Devarakonda,Nalgonda,Devarakonda,Government,Rural,886,472,414,13,Yes,Yes,Yes,Yes,Yes,8,81.8,2.3,100,68.2
TS442,Telangana Model School Chevella,Rangareddy,Chevella,Government,Urban,638,320,318,16,Yes,Yes,Yes,Yes,Yes,10,85.2,1.7,100,39.9
TS443,MJPTBCWREIS Amberpet,Hyderabad,Amberpet,Government,Rural,647,296,351,14,Yes,Yes,Yes,Yes,Yes,0,96.1,1.0,90,46.2
TS444,KGBV Huzurabad,Karimnagar,Huzurabad,Government,Urban,343,178,165,20,Yes,Yes,Yes,Yes,No,6,85.4,2.5,89,17.1
TS445,Telangana Model School Charminar,Hyderabad,Charminar,Private,Urban,1379,732,647,47,Yes,Yes,No,Yes,No,5,84.0,3.8,76,29.3
TS446,MJPTBCWREIS Parkal,Warangal,Parkal,Government,Urban,597,316,281,9,Yes,Yes,Yes,No,Yes,0,95.0,1.3,82,66.3
TS447,Telangana Model School Narayanpet,Mahabubnagar,Narayanpet,Private,Rural,1410,737,673,55,Yes,Yes,Yes,Yes,Yes,10,88.7,1.0,100,25.6
TS448,Telangana Model School Bheemgal,Nizamabad,Bheemgal,Government,Urban,938,430,508,54,Yes,Yes,Yes,Yes,Yes,10,84.3,1.8,100,17.4
TS449,KGBV Manakondur,Karimnagar,Manakondur,Government,Urban,1137,519,618,30,Yes,Yes,No,Yes,Yes,6,83.4,3.0,87,37.9
TS450,Telangana Model School Devarakonda,Nalgonda,Devarakonda,Government,Rural,527,243,284,17,Yes,No,Yes,Yes,Yes,0,90.2,2.4,80,31.0
TS451,ZPHS Sangareddy,Medak,Sangareddy,Private,Rural,1383,757,626,26,Yes,Yes,No,No,Yes,3,82.8,4.2,74,53.2
TS452,ZPHS Chevella,Rangareddy,Chevella,Government,Urban,521,275,246,40,Yes,Yes,Yes,Yes,No,10,87.1,1.7,95,13.0
TS453,Govt High School Jadcherla,Mahabubnagar,Jadcherla,Government,Rural,518,253,265,44,Yes,Yes,Yes,Yes,Yes,3,91.0,1.1,94,11.8
TS454,KGBV Secunderabad,Hyderabad,Secunderabad,Private,Urban,729,388,341,29,Yes,Yes,Yes,Yes,No,3,85.2,2.9,84,25.1
TS455,MJPTBCWREIS Narayanpet,Mahabubnagar,Narayanpet,Government,Urban,867,424,443,34,Yes,Yes,Yes,No,No,3,91.6,2.4,76,25.5
TS456,MJPTBCWREIS Secunderabad,Hyderabad,Secunderabad,Government,Urban,948,446,502,10,Yes,Yes,Yes,Yes,Yes,2,94.9,1.0,93,94.8
TS457,Telangana Model School Bheemgal,Nizamabad,Bheemgal,Government,Urban,435,235,200,48,Yes,Yes,No,No,Yes,7,92.3,2.0,80,9.1
TS458,KGBV Amberpet,Hyderabad,Amberpet,Government,Urban,358,193,165,49,Yes,Yes,Yes,Yes,Yes,2,82.3,2.7,93,7.3
TS459,Residential School Utnoor,Adilabad,Utnoor,Government,Rural,862,471,391,23,Yes,Yes,Yes,Yes,No,3,74.3,4.9,84,37.5
TS460,Telangana Model School Wyra,Khammam,Wyra,Government,Rural,883,406,477,19,Yes,Yes,Yes,Yes,Yes,7,93.6,1.0,100,46.5
TS461,Govt High School Nirmal,Adilabad,Nirmal,Government,Rural,991,539,452,23,Yes,Yes,Yes,Yes,Yes,10,74.9,3.5,100,43.1
TS462,Govt High School Narayanpet,Mahabubnagar,Narayanpet,Aided,Urban,862,443,419,55,Yes,Yes,Yes,Yes,Yes,4,81.3,2.7,96,15.7
TS463,KGBV Palair,Khammam,Palair,Government,Urban,505,236,269,51,Yes,Yes,Yes,Yes,No,8,94.2,1.0,92,9.9
TS464,Govt High School Manakondur,Karimnagar,Manakondur,Private,Rural,398,200,198,47,Yes,Yes,Yes,Yes,Yes,3,88.7,1.5,94,8.5
TS465,ZPHS Manakondur,Karimnagar,Manakondur,Government,Rural,695,336,359,51,Yes,Yes,Yes,Yes,Yes,1,86.1,2.1,92,13.6
TS466,MJPTBCWREIS Jammikunta,Karimnagar,Jammikunta,Private,Rural,908,433,475,54,Yes,Yes,Yes,Yes,No,1,87.8,2.6,82,16.8
TS467,KGBV Suryapet,Nalgonda,Suryapet,Government,Urban,335,163,172,38,Yes,Yes,Yes,Yes,No,1,75.4,4.9,82,8.8
TS468,Residential School Ibrahimpatnam,Rangareddy,Ibrahimpatnam,Government,Urban,282,140,142,41,Yes,Yes,Yes,No,Yes,10,74.4,3.8,97,6.9
TS469,ZPHS Wyra,Khammam,Wyra,Government,Rural,1367,617,750,17,Yes,Yes,Yes,No,Yes,7,86.5,2.1,92,80.4
TS470,Govt High School Bodhan,Nizamabad,Bodhan,Private,Rural,393,213,180,38,Yes,Yes,Yes,Yes,Yes,10,87.8,1.2,100,10.3
TS471,KGBV Jammikunta,Karimnagar,Jammikunta,Government,Rural,1290,631,659,38,Yes,Yes,No,Yes,Yes,2,95.5,1.3,81,33.9
TS472,Govt High School Armoor,Nizamabad,Armoor,Government,Rural,1398,756,642,50,Yes,Yes,Yes,Yes,Yes,8,89.4,1.0,100,28.0
TS473,ZPHS Kothagudem,Khammam,Kothagudem,Private,Rural,713,354,359,38,Yes,No,Yes,Yes,Yes,5,89.5,1.9,88,18.8
TS474,Govt High School Jadcherla,Mahabubnagar,Jadcherla,Aided,Urban,447,241,206,18,Yes,Yes,Yes,Yes,Yes,1,83.1,2.7,92,24.8
TS475,ZPHS Shadnagar,Mahabubnagar,Shadnagar,Private,Rural,529,280,249,52,Yes,Yes,Yes,Yes,Yes,9,89.4,1.0,100,10.2
TS476,KGBV Kothagudem,Khammam,Kothagudem,Government,Rural,339,180,159,34,Yes,Yes,Yes,Yes,No,5,86.7,2.4,88,10.0
TS477,Govt High School Secunderabad,Hyderabad,Secunderabad,Government,Rural,1436,705,731,27,Yes,Yes,No,No,No,8,90.9,2.9,72,53.2
TS478,KGBV Palair,Khammam,Palair,Government,Urban,433,199,234,53,Yes,Yes,Yes,Yes,Yes,0,89.8,1.6,90,8.2
TS479,Telangana Model School Armoor,Nizamabad,Armoor,Government,Rural,818,398,420,24,Yes,Yes,Yes,Yes,Yes,0,91.5,1.3,90,34.1
TS480,Telangana Model School Huzurabad,Karimnagar,Huzurabad,Government,Rural,950,434,516,50,Yes,Yes,No,Yes,Yes,10,86.0,2.1,93,19.0
TS481,MJPTBCWREIS Amberpet,Hyderabad,Amberpet,Private,Urban,1078,536,542,14,Yes,Yes,Yes,Yes,Yes,2,82.3,2.7,93,77.0
TS482,Telangana Model School Nirmal,Adilabad,Nirmal,Government,Urban,538,273,265,55,Yes,Yes,No,Yes,Yes,4,75.9,4.6,84,9.8
TS483,ZPHS Palair,Khammam,Palair,Government,Urban,1344,731,613,16,Yes,Yes,Yes,Yes,Yes,7,97.0,1.0,100,84.0
TS484,ZPHS Wyra,Khammam,Wyra,Government,Rural,1346,639,707,13,Yes,Yes,Yes,Yes,No,6,91.9,1.3,89,103.5
TS485,KGBV Toopran,Medak,Toopran,Aided,Rural,854,441,413,45,Yes,Yes,Yes,No,No,0,85.0,3.9,72,19.0
TS486,Residential School Secunderabad,Hyderabad,Secunderabad,Aided,Urban,435,231,204,14,Yes,Yes,No,Yes,Yes,1,78.4,4.5,80,31.1
TS487,KGBV Nirmal,Adilabad,Nirmal,Aided,Rural,1403,687,716,55,Yes,Yes,No,Yes,Yes,4,86.0,2.8,84,25.5
TS488,Govt High School Hanamkonda,Warangal,Hanamkonda,Government,Rural,405,219,186,27,Yes,Yes,Yes,Yes,Yes,5,83.6,2.1,98,15.0
TS489,ZPHS Chevella,Rangareddy,Chevella,Government,Urban,1069,498,571,21,Yes,Yes,Yes,Yes,Yes,7,75.0,3.5,100,50.9
TS490,Residential School Shamshabad,Rangareddy,Shamshabad,Private,Urban,290,149,141,21,Yes,Yes,Yes,Yes,Yes,3,84.4,2.3,94,13.8
TS491,Residential School Sangareddy,Medak,Sangareddy,Private,Urban,1245,581,664,27,Yes,Yes,Yes,Yes,Yes,5,91.8,1.0,98,46.1
TS492,ZPHS Bheemgal,Nizamabad,Bheemgal,Private,Rural,347,168,179,25,Yes,Yes,Yes,Yes,No,10,96.6,1.0,95,13.9
TS493,ZPHS Shamshabad,Rangareddy,Shamshabad,Aided,Rural,922,485,437,19,Yes,Yes,Yes,Yes,Yes,6,76.9,3.2,99,48.5
TS494,Govt High School Wyra,Khammam,Wyra,Private,Rural,268,139,129,31,Yes,Yes,Yes,Yes,No,4,88.4,2.2,86,8.6
TS495,Govt High School Chevella,Rangareddy,Chevella,Government,Rural,731,353,378,24,Yes,Yes,Yes,Yes,Yes,7,80.6,2.5,100,30.5
TS496,ZPHS Bheemgal,Nizamabad,Bheemgal,Private,Rural,535,276,259,34,Yes,Yes,Yes,No,Yes,2,94.6,1.2,85,15.7
TS497,MJPTBCWREIS Huzurabad,Karimnagar,Huzurabad,Aided,Urban,1340,648,692,14,Yes,Yes,Yes,Yes,Yes,3,96.9,1.0,94,95.7
TS498,Govt High School Armoor,Nizamabad,Armoor,Government,Rural,1375,650,725,35,Yes,Yes,Yes,Yes,No,5,92.9,1.2,88,39.3
TS499,ZPHS Miryalaguda,Nalgonda,Miryalaguda,Government,Rural,879,440,439,53,Yes,No,No,No,No,7,76.8,6.4,60,16.6
TS500,Telangana Model School Hanamkonda,Warangal,Hanamkonda,Aided,Urban,420,202,218,49,Yes,No,Yes,Yes,Yes,10,77.4,3.5,95,8.6
